Network;inetnum;status;netname;descr;route-obj;route-descr;route-origin
92.247.13.128/27;92.247.8.0 - 92.247.15.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.0.0/20;Spectrum NET PA space;AS8717
87.227.144.160/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
213.169.45.240/28;213.169.45.0 - 213.169.45.255;ASSIGNED PA;SPNET;Spectrum NET Ltd.,Clients with small nets;213.169.32.0/19;Spectrum NET PA space;AS8717
84.242.145.208/28;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
212.95.167.0/25;212.95.167.0 - 212.95.167.255;ASSIGNED PA;ORBITEL-BHOSTING-2;Orbitel Business Hosting,Bulgaria;212.95.164.0/22;Orbitel;AS8672
84.242.176.48/28;84.242.176.0 - 84.242.176.255;ASSIGNED PA;ORBITEL-SOF-POP;point-to-point links,Sofia;84.242.176.0/24;;AS8717
84.242.145.224/28;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
176.12.34.160/28;176.12.34.0 - 176.12.35.255;ASSIGNED PA;New_PPOE_clients;New PPOE clients;176.12.0.0/18,176.12.0.0/18;Spectrum NET PA space,Spectrum NET PA space;AS29580,AS8717
92.247.241.32/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
84.242.163.128/25;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
92.247.250.32/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
82.147.130.64/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.130.0/24;ORBITEL-NET-1;AS8672
213.169.46.96/28;213.169.46.0 - 213.169.46.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;213.169.32.0/19;Spectrum NET PA space;AS8717
87.227.216.240/28;87.227.216.0 - 87.227.216.255;ASSIGNED PA;ORBITEL-Sofia;Orbitel,point-to-point to data customers;87.227.128.0/17,87.227.128.0/17,87.227.128.0/17,87.227.128.0/17;Mobiltel,Mobiltel,Mobiltel,Mobiltel;AS12716,AS29580,AS8672,AS8717
195.24.49.0/28;195.24.49.0 - 195.24.49.127;ASSIGNED PA;ORBITEL-RUSE-1;Orbitel Ruse pop - routers, access server,Ruse, Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
84.242.176.0/28;84.242.176.0 - 84.242.176.255;ASSIGNED PA;ORBITEL-SOF-POP;point-to-point links,Sofia;84.242.176.0/24;;AS8717
195.34.108.192/26;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
92.247.225.96/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
212.36.5.96/27;212.36.5.0 - 212.36.5.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm) POPs;212.36.0.0/19;Spectrum NET PA space;AS8717
195.24.46.0/28;195.24.46.0 - 195.24.46.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.46.0/24;PPPoE Targovishte i Ruse;AS29580
195.24.47.192/26;195.24.32.0 - 195.24.63.255;ALLOCATED PA;BG-MTELNET-971223;;195.24.32.0/19;Orbitel customer and internal;AS8672
87.227.148.128/28;87.227.148.0 - 87.227.149.255;ASSIGNED PA;VOICE-Varna;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
195.24.48.16/28;195.24.48.0 - 195.24.48.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Ruse;195.24.48.0/24;PPPoE Targovishte i Ruse;AS29580
78.83.248.96/28;78.83.248.0 - 78.83.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;78.83.248.0/22;SPNET;AS29580
92.247.195.240/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
87.227.156.160/27;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.36.11.160/27;212.36.11.0 - 212.36.11.255;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
92.247.242.224/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
84.242.135.224/28;84.242.135.0 - 84.242.135.255;ASSIGNED PA;Orbitel-PPP;point-to-point connections to sustomers;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
213.222.51.80/28;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.32.0/19;Orbitel customer and internal;AS8672
213.222.60.64/26;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.60.0/24;multilink;AS35448
82.147.148.32/27;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
92.247.244.128/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
84.242.135.16/28;84.242.135.0 - 84.242.135.255;ASSIGNED PA;Orbitel-PPP;point-to-point connections to sustomers;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
82.103.97.0/28;82.103.97.0 - 82.103.97.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.64.0/18;Spectrum NET PA space;AS8717
212.91.171.160/28;212.91.171.0 - 212.91.171.255;ASSIGNED PA;SPNET;Spectrum Net - Sofia,Wireless Clients;212.91.171.0/24;;AS8717
87.227.216.64/27;87.227.216.0 - 87.227.216.255;ASSIGNED PA;ORBITEL-Sofia;Orbitel,point-to-point to data customers;87.227.128.0/17,87.227.128.0/17,87.227.128.0/17,87.227.128.0/17;Mobiltel,Mobiltel,Mobiltel,Mobiltel;AS12716,AS29580,AS8672,AS8717
195.34.107.96/28;195.34.104.0 - 195.34.107.255;ASSIGNED PA;SPNET;Spectrum Net;195.34.96.0/19;Spectrum NET PA space;AS8717
217.9.232.0/28;217.9.232.0 - 217.9.232.127;ASSIGNED PA;A1INFRA;A1 Bulgaria EAD;217.9.232.0/21;IBGC;AS13124
212.50.13.48/28;212.50.13.0 - 212.50.13.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;212.50.0.0/19;Spectrum NET PA space;AS8717
87.227.156.0/27;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
212.95.182.32/27;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.182.0/24;Orbitel;AS8672
92.247.225.48/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
87.227.158.48/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
217.9.227.192/28;217.9.224.0 - 217.9.239.255;ALLOCATED PA;BG-MTELNET-20000807;;217.9.227.0/24;Sofia, Bulgaria,A1 BG,Multiple /30 Allocations;AS13124
82.103.95.176/28;82.103.95.0 - 82.103.95.255;ASSIGNED PA;CCBank-BG;Central Cooperative Bank;82.103.64.0/18;Spectrum NET PA space;AS8717
82.147.130.224/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.130.0/24;ORBITEL-NET-1;AS8672
77.236.168.128/25;77.236.168.0 - 77.236.168.255;ASSIGNED PA;A1-168;A1 Bulgaria EAD,A1 Stara Zagora;77.236.168.0/24;Blizoo Docsys SZ;AS13124
82.147.138.0/27;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
213.222.54.0/25;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.54.0/24;Orbitel;AS8672
82.147.144.176/28;82.147.144.0 - 82.147.144.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;82.147.144.0/24;ORBITEL-VoIP-clients;AS8672
195.24.45.224/27;195.24.45.128 - 195.24.45.255;ASSIGNED PA;ORBITEL-VTARNOVO-2;Orbitel Inc,V. Tarnovo;195.24.32.0/19;Orbitel customer and internal;AS8672
92.247.231.128/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
78.83.2.64/28;78.83.0.0 - 78.83.7.255;ASSIGNED PA;SPNET;Sofia, Bulgaria;78.83.0.0/20;SPNET;AS8717
62.204.151.240/28;62.204.151.0 - 62.204.151.255;ASSIGNED PA;SPNET;Spectrum Net - Sofia,Clients;62.204.128.0/19;Spectrum NET PA space;AS8717
82.147.137.48/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
92.247.236.96/28;92.247.232.0 - 92.247.239.255;ASSIGNED PA;GPON-Sofia;GPON Services;92.247.192.0/18;SPNET;AS29580
78.83.2.128/28;78.83.0.0 - 78.83.7.255;ASSIGNED PA;SPNET;Sofia, Bulgaria;78.83.0.0/20;SPNET;AS8717
176.12.34.144/28;176.12.34.0 - 176.12.35.255;ASSIGNED PA;New_PPOE_clients;New PPOE clients;176.12.0.0/18,176.12.0.0/18;Spectrum NET PA space,Spectrum NET PA space;AS29580,AS8717
195.24.59.64/27;195.24.59.0 - 195.24.59.255;ASSIGNED PA;MTELNET;PPPoE Targovishte i Rus;195.24.59.0/24;PPPoE Targovishte i Ruse;AS29580
212.36.2.32/27;212.36.0.0 - 212.36.2.159;ASSIGNED PA;TECHNOLINK;Techno-Link (tm);212.36.0.0/19;Spectrum NET PA space;AS8717
195.34.104.192/28;195.34.104.0 - 195.34.107.255;ASSIGNED PA;SPNET;Spectrum Net;195.34.96.0/19;Spectrum NET PA space;AS8717
92.247.197.0/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
88.203.151.112/28;88.203.144.0 - 88.203.155.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;88.203.144.0/21;Spectrum NET PA space;AS8717
92.247.228.32/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
80.253.48.32/28;80.253.48.0 - 80.253.55.255;ASSIGNED PA;A1-CORE;A1 Bulgaria EAD,A1 Stara Zagora;80.253.48.0/21;A1 Bulgaria EAD SZ;AS13124
82.103.107.32/28;82.103.106.0 - 82.103.107.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.64.0/18;Spectrum NET PA space;AS8717
84.242.128.0/28;84.242.128.0 - 84.242.128.255;ASSIGNED PA;Orbitel-Radio-net;Radio Relay network;84.242.128.0/24;Orbitel customer;AS198868
195.34.108.32/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
92.247.240.0/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
212.50.14.224/28;212.50.0.0 - 212.50.31.255;ALLOCATED PA;BG-MTELNET-980310;;212.50.0.0/19;Spectrum NET PA space;AS8717
212.91.163.160/27;212.91.163.0 - 212.91.163.255;ASSIGNED PA;SPNET;Spectrum Net - Varna,Wireless clients;212.91.160.0/19;Spectrum NET PA space;AS8717
176.12.34.0/25;176.12.34.0 - 176.12.35.255;ASSIGNED PA;New_PPOE_clients;New PPOE clients;176.12.0.0/18,176.12.0.0/18;Spectrum NET PA space,Spectrum NET PA space;AS29580,AS8717
82.147.144.224/28;82.147.144.0 - 82.147.144.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;82.147.144.0/24;ORBITEL-VoIP-clients;AS8672
82.103.113.160/28;82.103.113.0 - 82.103.113.255;ASSIGNED PA;SPNET;Spectrum Net - Varna;82.103.64.0/18;Spectrum NET PA space;AS8717
92.247.251.224/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
82.147.148.0/28;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
77.236.168.16/28;77.236.168.0 - 77.236.168.255;ASSIGNED PA;A1-168;A1 Bulgaria EAD,A1 Stara Zagora;77.236.168.0/24;Blizoo Docsys SZ;AS13124
84.242.138.192/28;84.242.138.0 - 84.242.138.255;ASSIGNED PA;OORBITEL-COUNTRY;country customers;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
217.9.228.240/28;217.9.228.0 - 217.9.228.255;ASSIGNED PA;SF-INFRA;Inter-Bg-Com,multiple /30 allocations,Sofia,Bulgaria;217.9.228.0/24;Multiple /30 allocations,A1 BG,Sofia,Bulgaria;AS13124
82.147.140.160/28;82.147.140.0 - 82.147.140.255;ASSIGNED PA;ORBITEL-RUSE-2;point-to point links to customers,Ruse;82.147.140.0/24;Orbitel-Ruse;AS8672
80.253.49.224/28;80.253.48.0 - 80.253.55.255;ASSIGNED PA;A1-CORE;A1 Bulgaria EAD,A1 Stara Zagora;80.253.48.0/21;A1 Bulgaria EAD SZ;AS13124
82.103.108.208/28;82.103.108.0 - 82.103.108.255;ASSIGNED PA;SPNET-SF;Spectrum Net - Sofia,Wireless Clients;82.103.108.0/24;Spectrum NET,BG-ONLY NETS;AS8717
212.50.4.192/27;212.50.4.0 - 212.50.4.255;ASSIGNED PA;SPNET;Spectrum Net infrastructure VPN;212.50.4.0/24;SPNET specific announce;AS8717
217.9.234.128/26;217.9.234.128 - 217.9.234.191;ASSIGNED PA;ECOM-SERVICE;ECOM SERVICE, Veliko Tarnovo;217.9.232.0/21;IBGC;AS13124
195.34.108.112/28;195.34.96.0 - 195.34.127.255;ALLOCATED PA;BG-MTELNET-970819;;195.34.96.0/19;Spectrum NET PA space;AS8717
92.247.248.192/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
217.9.237.192/27;217.9.237.192 - 217.9.237.223;ASSIGNED PA;SPVISION;SP Vision Ltd.,Sofia,Bulgaria;217.9.232.0/21;IBGC;AS13124
92.247.12.208/28;92.247.8.0 - 92.247.15.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.0.0/20;Spectrum NET PA space;AS8717
213.169.33.224/27;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
195.24.33.128/28;195.24.33.128 - 195.24.33.255;ASSIGNED PA;ORBITEL-BURGAS-CUSTOMER-1;Orbitel Burgas pop - /30 to customer interfaces,Burgas, Bulgaria;195.24.32.0/19;Orbitel customer and internal;AS8672
217.10.243.224/27;217.10.240.0 - 217.10.243.255;ASSIGNED PA;A1BG-NET;A1 Bulgaria EAD;217.10.240.0/21;Eurocom Cable Management Bulgaria Ltd.;AS13124
87.227.146.64/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
92.247.81.240/28;92.247.80.0 - 92.247.87.255;ASSIGNED PA;SPNET-PON-OK-3;PON Services;92.247.80.0/21;Spectrum Net;AS8717
87.227.153.80/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
217.9.231.192/27;217.9.224.0 - 217.9.239.255;ALLOCATED PA;BG-MTELNET-20000807;;217.9.224.0/21;IBGC;AS13124
92.247.201.64/27;92.247.200.0 - 92.247.203.255;ASSIGNED PA;GPON-SofiaSouth;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.196.128/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.249.0/27;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
82.103.95.224/28;82.103.95.0 - 82.103.95.255;ASSIGNED PA;CCBank-BG;Central Cooperative Bank;82.103.64.0/18;Spectrum NET PA space;AS8717
87.227.156.32/28;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
62.204.137.32/27;62.204.128.0 - 62.204.159.255;ALLOCATED PA;BG-MTELNET-20021106;;62.204.137.0/24;Mobiltel;AS8717
195.24.45.176/28;195.24.45.128 - 195.24.45.255;ASSIGNED PA;ORBITEL-VTARNOVO-2;Orbitel Inc,V. Tarnovo;195.24.32.0/19;Orbitel customer and internal;AS8672
78.83.2.0/28;78.83.0.0 - 78.83.7.255;ASSIGNED PA;SPNET;Sofia, Bulgaria;78.83.0.0/20;SPNET;AS8717
213.169.34.0/27;213.169.32.0 - 213.169.63.255;ALLOCATED PA;BG-MTELNET-20001219;;213.169.32.0/19;Spectrum NET PA space;AS8717
88.203.159.224/28;88.203.158.0 - 88.203.159.255;ASSIGNED PA;SPNET-PLOVDIV;Spectrum Net Ltd., Plovdiv;88.203.158.0/23;Spectrum NET PA space;AS8717
92.247.195.64/27;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
87.227.144.0/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
92.247.16.112/28;92.247.16.0 - 92.247.23.255;ASSIGNED PA;MTELNET;Mobiltel EAD;92.247.16.0/20;Mobiltel EAD PA space;AS8717
212.50.9.32/27;212.50.0.0 - 212.50.31.255;ALLOCATED PA;BG-MTELNET-980310;;212.50.0.0/19;Spectrum NET PA space;AS8717
212.95.168.32/28;212.95.168.0 - 212.95.168.63;ASSIGNED PA;ORBITEL-VTA;POP in Veliko Tarnovo;212.95.168.0/23;Orbitel;AS8672
62.204.143.64/26;62.204.128.0 - 62.204.159.255;ALLOCATED PA;BG-MTELNET-20021106;;62.204.128.0/19;Spectrum NET PA space;AS8717
213.222.58.48/28;213.222.58.48 - 213.222.58.63;ASSIGNED PA;ORBITEL-SLIVEN-1;Orbitel Inc,Sliven;213.222.58.0/24;Orbitel;AS8672
217.79.32.240/28;217.79.32.0 - 217.79.47.255;ALLOCATED PA;BG-MTELNET-20001228;;217.79.32.0/20;;AS8717
92.247.199.192/26;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
87.227.139.192/27;87.227.128.0 - 87.227.255.255;ALLOCATED PA;BG-MTELNET-20050712;;87.227.128.0/19;ORBITEL-VoIP;AS8672
92.247.29.160/28;92.247.24.0 - 92.247.31.255;ASSIGNED PA;SPNET;Spectrum Net Sofia;92.247.29.0/24;;AS8717
83.97.28.96/27;83.97.24.0 - 83.97.31.255;ASSIGNED PI;A1_NETS_18122018;;83.97.24.0/21;HomeLan Ltd;AS8717
62.204.146.16/28;62.204.146.0 - 62.204.146.255;ASSIGNED PA;SPNET-V;Spectrum Net - Clients;62.204.128.0/19;Spectrum NET PA space;AS8717
87.227.144.48/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
78.83.233.64/26;78.83.232.0 - 78.83.233.255;ASSIGNED PA;EO_public_services;;78.83.233.0/24;;AS29580
84.242.147.0/26;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
78.83.248.144/28;78.83.248.0 - 78.83.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;78.83.248.0/22;SPNET;AS29580
212.36.22.240/28;212.36.22.0 - 212.36.22.255;ASSIGNED PA;SPNET;Spectrum Net - Varna;212.36.0.0/19;Spectrum NET PA space;AS8717
212.91.170.112/28;212.91.160.0 - 212.91.191.255;ALLOCATED PA;BG-MTELNET-990730;;212.91.160.0/19;Spectrum NET PA space;AS8717
92.247.250.160/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
92.247.199.32/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
87.227.144.128/28;87.227.144.0 - 87.227.147.255;ASSIGNED PA;VOICE-Sofia;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
78.83.248.0/26;78.83.248.0 - 78.83.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;78.83.248.0/22;SPNET;AS29580
217.9.237.128/28;217.9.224.0 - 217.9.239.255;ALLOCATED PA;BG-MTELNET-20000807;;217.9.232.0/21;IBGC;AS13124
92.247.228.192/27;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.224.80/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
212.95.166.96/28;212.95.160.0 - 212.95.191.255;ALLOCATED PA;BG-MTELNET-19990730;;212.95.164.0/22;Orbitel;AS8672
82.103.71.32/28;82.103.71.0 - 82.103.71.255;ASSIGNED PA;SPNET;Spectrum Net - Stara Zagora;82.103.64.0/18;Spectrum NET PA space;AS8717
84.242.147.208/28;84.242.145.0 - 84.242.147.255;ASSIGNED PA;ORBITEL-VoIP-clients;VoIP customers;84.242.144.0/22;ORBITEL-VoIP-clients;AS8672
82.147.140.0/28;82.147.140.0 - 82.147.140.255;ASSIGNED PA;ORBITEL-RUSE-2;point-to point links to customers,Ruse;82.147.140.0/24;Orbitel-Ruse;AS8672
84.242.128.96/27;84.242.128.0 - 84.242.128.255;ASSIGNED PA;Orbitel-Radio-net;Radio Relay network;84.242.128.0/24;Orbitel customer;AS198868
87.227.148.48/28;87.227.148.0 - 87.227.149.255;ASSIGNED PA;VOICE-Varna;Orbitel,point-to-point to voice customers;87.227.128.0/19;ORBITEL-VoIP;AS8672
82.147.148.64/26;82.147.128.0 - 82.147.159.255;ALLOCATED PA;BG-MTELNET-20030707;;82.147.128.0/19;Orbitel customer and internal;AS8672
82.103.119.16/28;82.103.64.0 - 82.103.127.255;ALLOCATED PA;BG-MTELNET-20040113;;82.103.64.0/18;Spectrum NET PA space;AS8717
212.104.111.208/28;212.104.96.0 - 212.104.127.255;ALLOCATED PA;BG-MTELNET-20030709;;212.104.96.0/20;Evrocom Cable Management Bulgaria Ltd.;AS13124
92.247.253.128/26;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
84.242.141.144/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
92.247.180.240/28;92.247.176.0 - 92.247.183.255;ASSIGNED PA;SPNET-PON-Hladilnika-1;PON Services;92.247.176.0/21;Spnet;AS8717
84.242.165.192/28;84.242.128.0 - 84.242.191.255;ALLOCATED PA;BG-MTELNET-20050712;;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
213.222.38.128/25;213.222.32.0 - 213.222.63.255;ALLOCATED PA;BG-MTELNET-20011206;;213.222.32.0/19;Orbitel customer and internal;AS8672
84.242.189.224/28;84.242.188.0 - 84.242.189.255;ASSIGNED PA;SPNET;Spectrum Net Infrastructure;84.242.128.0/18,84.242.128.0/18,84.242.128.0/18;Orbitel customer and internal,Orbitel customer and internal,Orbitel customer and internal;AS12716,AS8672,AS8717
92.247.198.160/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
212.50.4.128/28;212.50.4.0 - 212.50.4.255;ASSIGNED PA;SPNET;Spectrum Net infrastructure VPN;212.50.4.0/24;SPNET specific announce;AS8717
82.103.97.48/28;82.103.97.0 - 82.103.97.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;82.103.64.0/18;Spectrum NET PA space;AS8717
212.36.30.32/28;212.36.28.0 - 212.36.31.255;ASSIGNED PA;SPNET;Varna, Bulgaria;212.36.0.0/19;Spectrum NET PA space;AS8717
92.247.195.208/28;92.247.192.0 - 92.247.199.255;ASSIGNED PA;GPON-SofiaEast;GPON Services;92.247.192.0/18;SPNET;AS29580
212.91.172.16/28;212.91.160.0 - 212.91.191.255;ALLOCATED PA;BG-MTELNET-990730;;212.91.160.0/19;Spectrum NET PA space;AS8717
87.227.216.208/28;87.227.216.0 - 87.227.216.255;ASSIGNED PA;ORBITEL-Sofia;Orbitel,point-to-point to data customers;87.227.128.0/17,87.227.128.0/17,87.227.128.0/17,87.227.128.0/17;Mobiltel,Mobiltel,Mobiltel,Mobiltel;AS12716,AS29580,AS8672,AS8717
92.247.230.144/28;92.247.224.0 - 92.247.231.255;ASSIGNED PA;GPON-SofiaCenter;GPON Services;92.247.192.0/18;SPNET;AS29580
92.247.254.96/28;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
78.83.0.80/28;78.83.0.0 - 78.83.7.255;ASSIGNED PA;SPNET;Sofia, Bulgaria;78.83.0.0/20;SPNET;AS8717
92.247.244.32/27;92.247.240.0 - 92.247.255.255;ASSIGNED PA;SPECTRUMNET;Broadband Services;92.247.192.0/18;SPNET;AS29580
88.203.148.224/27;88.203.144.0 - 88.203.155.255;ASSIGNED PA;SPNET;Spectrum NET Ltd., Sofia;88.203.144.0/21;Spectrum NET PA space;AS8717
212.50.19.48/28;212.50.19.0 - 212.50.19.127;ASSIGNED PA;PERNIK-BG;Spectrum Net - Pernik;212.50.0.0/19;Spectrum NET PA space;AS8717
217.9.231.64/27;217.9.231.64 - 217.9.231.95;ASSIGNED PA;BFES;Vitosha, 32B,Sofia, Bulgaria;217.9.224.0/21;IBGC;AS13124
212.36.29.176/28;212.36.28.0 - 212.36.31.255;ASSIGNED PA;SPNET;Varna, Bulgaria;212.36.0.0/19;Spectrum NET PA space;AS8717
